 ##########################################

   Memory Reading Speed Test riscv64 rv64g-c910 optimized Sun Sep  4 13:51:13 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7593   7484   7627   7599   7632   7397   6255   2951   6509
      16    7577   7505   7628   7616   7693   7401   6338   2959   6481
      32    7544   7505   7627   7537   7697   7397   6528   3027   6842
      64    3769   6046   6168   4240   6298   6036   6117   3041   5744
     128    3285   5573   5736   3338   5744   5899   6177   3031   5771
     256    3179   5353   5603   3199   5931   6383   6188   3029   5868
     512    3097   5029   5273   3098   5900   6034   6194   3021   6078
    1024    1315   5351   5532   1315   5760   6097   6211   3022   6147
    2048    1023   5010   5167   1045   5514   5724   5659   2998   5466
    4096     760   4979   5106    770   5013   5343   4314   2935   3912
    8192     774   5184   5097    798   5082   5439   3595   2872   3174

                End of test Sun Sep  4 13:51:29 2022

