    BusSpeed riscv64 rv64g-opt optimized Sun Sep  4 11:01:02 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2868   3328   3592   3811   4440   4451
      32   1038   1483   1940   2475   3344   3742
      64    434    607   1053   1477   2445   2958
     128    364    513    919   1282   2233   2783
     256    352    493    910   1254   2220   2769
     512    355    497    907   1260   2220   2769
    1024    355    499    903   1260   2221   2770
    4096    132    234    401    765   1542   2680
   16384    133    233    397    752   1513   2647
   65536    133    233    398    752   1516   2647
