 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Sun Sep  4 13:59:01 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7625   7869   7882   7635   7586   7890   6431   3405   5936
      16    7639   7895   7904   7608   7649   7911   6481   3459   6119
      32    6042   5827   6844   6234   5760   7132   6912   3614   6226
      64    5615   4413   6559   5497   4389   6652   6030   3425   5620
     128    5290   4062   6296   5333   4112   6057   6086   3359   5594
     256    5139   3618   5625   5094   3638   5755   6138   3380   5818
     512    4907   3554   5524   5059   3609   5618   6242   3402   5938
    1024    3765   1320   5127   3761   1369   5225   6281   3413   5933
    2048    3608   1289   4891   3603   1318   5098   6027   3419   5716
    4096    2931    983   4499   2924    998   4838   4358   3360   4134
    8192    2957   1050   4515   2950   1134   3780   3620   3257   3581

                End of test Sun Sep  4 13:59:17 2022

