    BusSpeed riscv64 rv64g optimized Sun Sep  4 10:56:53 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3256   3309   3606   4180   4159   4545
      32   1362   1529   2034   3109   3629   4074
      64    524    722   1170   1658   2567   3187
     128    368    526    916   1304   2219   2828
     256    357    506    900   1274   2192   2804
     512    361    510    894   1275   2195   2805
    1024    361    509    896   1273   2195   2805
    4096    138    229    390    762   1655   2703
   16384    140    229    383    738   1613   2658
   65536    141    229    388    743   1614   2662
