 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Sun Sep  4 13:52:32 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7617   4229   3941   7611   4214   4231   6948   3473   6086
      16    7633   4248   3954   7602   4238   4246   6632   3490   6178
      32    5958   3704   2672   6210   3491   3806   7054   3639   6274
      64    5479   3329   2213   5536   2663   3388   6679   3546   5966
     128    5208   3329   1975   5288   2624   3227   6885   3552   6050
     256    4869   3307   1778   4747   2090   2917   6350   3432   5945
     512    4631   2885   1701   4489   2041   2666   6371   3431   5964
    1024    4006   2184    758   3831   1221   2607   6349   3425   6004
    2048    3724   1391    655   3507   1102   2561   6294   3420   5972
    4096    3055   1090    464   2905    715   2435   4240   3359   3914
    8192    3093   2075    529   3007    919   2624   3433   3224   3348

                End of test Sun Sep  4 13:52:49 2022

