 ##########################################

   Memory Reading Speed Test riscv64 rv64g-c910 optimized Sun Sep  4 13:51:29 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7584   7496   7630   7599   7631   7236   6961   2969   6491
      16    7609   7503   7629   7614   7685   7264   6526   2958   6624
      32    7536   7503   7631   7540   7696   7278   6622   3118   7318
      64    3871   5904   4053   4258   6250   6081   7590   3267   7618
     128    3533   5557   5532   3571   5701   5755   6093   3022   3684
     256    3015   4735   4660   3031   4849   5742   6131   3021   3218
     512    3052   5018   5416   3051   5126   5776   6195   3021   3876
    1024    2256   4661   4982   2263   4763   5670   6209   3017   3373
    2048    1188   4658   4492   1199   4685   5237   6209   3020   4031
    4096     718   4439   3989    732   4368   4433   4183   2948    929
    8192     766   5029   4128    780   5035   4572   3594   2877    766

                End of test Sun Sep  4 13:51:44 2022

