    BusSpeed riscv64 rv64g-c910 optimized Sun Sep  4 10:53:44 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3256   3326   3607   4182   4161   4546
      32    869   1151   1646   2308   3107   3645
      64    521    713   1201   1713   2631   3204
     128    387    545    965   1392   2313   2921
     256    355    503    879   1285   2197   2796
     512    356    503    885   1285   2194   2796
    1024    299    437    757   1182   2067   2785
    4096    129    235    394    763   1667   2703
   16384    130    234    390    735   1619   2647
   65536    130    235    391    735   1625   2659
