 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Sun Sep  4 13:57:57 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7625   7862   7882   7632   7595   7892   6371   3377   5940
      16    7637   7893   7903   7636   7648   7909   6489   3462   6089
      32    7643   7903   7914   7639   7654   7916   6506   3441   6055
      64    6365   5942   7103   6415   5624   6946   5689   3278   5411
     128    4912   4113   6151   4858   4236   6041   5924   3329   5498
     256    5394   3855   6470   5402   4118   6388   6051   3357   5771
     512    5482   3765   6640   5469   4135   6647   6199   3394   5930
    1024    4977   2178   6426   4875   2300   6527   6328   3421   5975
    2048    4399   1693   5895   4361   1729   6049   5554   3405   5259
    4096    3079   1055   4804   3077   1114   5396   4661   3382   4440
    8192    3076   1090   4495   3109   1161   4935   3705   3282   3636

                End of test Sun Sep  4 13:58:13 2022

