 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Sun Sep  4 14:06:05 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7589   7625   7891   7570   7627   7885   6287   3366   6374
      16    7593   7638   7899   7567   7641   7901   6335   3362   6452
      32    7574   7650   7905   7581   7642   7901   6444   3371   6519
      64    4666   5270   6523   5070   5088   6495   6358   3334   6184
     128    4031   5218   6035   4639   4803   6068   6535   3355   6235
     256    4081   4866   5585   4622   3993   5562   6205   3316   6192
     512    4055   4524   5397   4553   3773   5373   6242   3329   6240
    1024    3118   3020   5429   3798   2676   5391   6252   3335   6272
    2048    2302   2704   5434   2749   2131   5449   5676   3307   5566
    4096    1849   1953   5114   2359   1761   5034   4091   3260   4060
    8192    1718   1855   5153   2146   1297   5216   3390   3126   3367

                End of test Sun Sep  4 14:06:21 2022

