    BusSpeed riscv64 rv64g-c910 optimized Sun Sep  4 10:53:54 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3325   3330   3611   3832   4455   4459
      32    880   1223   1676   2185   3131   3640
      64    420    610   1026   1455   2384   2967
     128    398    579    967   1376   2377   2891
     256    351    494    893   1262   2250   2768
     512    355    503    899   1263   2253   2766
    1024    355    497    899   1264   2249   2768
    4096    132    234    400    761   1548   2681
   16384    133    233    397    753   1505   2657
   65536    133    234    398    757   1511   2666
