    BusSpeed riscv64 rv64g optimized Sun Sep  4 10:57:13 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16    475    618   1096   1563   2441   3138
      32    824   1032   1670   2264   3108   3709
      64    736   1014   1524   2128   2986   3562
     128    380    541    929   1336   2228   2858
     256    362    508    898   1277   2196   2808
     512    363    511    895   1275   2195   2808
    1024    364    511    896   1275   2196   2807
    4096    140    230    392    766   1656   2707
   16384    140    230    387    735   1617   2660
   65536    141    230    388    744   1619   2667
