    BusSpeed riscv64 rv64g optimized Sun Sep  4 10:58:53 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3297   3332   3596   3811   4437   4449
      32    445    636   1046   1471   2479   2982
      64    545    713   1222   1648   2698   3169
     128    362    504    903   1261   2221   2761
     256    357    504    904   1281   2223   2762
     512    358    505    902   1282   2224   2745
    1024    359    504    907   1281   2224   2761
    4096    136    224    393    757   1602   2677
   16384    138    223    389    746   1561   2643
   65536    137    224    390    748   1564   2646
