 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Sun Sep  4 14:02:37 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7597   7624   7886   7597   7991   7888   6313   3365   6357
      16    7593   7642   7902   7604   8020   7899   6522   3374   6542
      32    7578   7652   7906   7579   8034   7902   6559   3387   6585
      64    4506   4925   6315   5024   6047   5342   6482   3334   5631
     128    4366   4903   6004   4974   5659   5416   5990   3253   5264
     256    4021   4257   5166   4422   4850   5224   6104   3311   5727
     512    3944   4115   5068   4403   4722   5004   6203   3326   6067
    1024    3305   3057   5339   4216   5061   4540   6230   3331   6211
    2048    2146   1924   5123   2833   4190   4017   4569   3283   4567
    4096    1842   1668   5030   2364   3332   3797   4404   3271   4420
    8192    1898   1590   5452   2278   3085   3033   3575   3102   3572

                End of test Sun Sep  4 14:02:52 2022

