 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Sun Sep  4 13:59:33 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7590   3943   3887   7604   3908   4122   6265   2877   6317
      16    3635   2120   2598   3294   2034   1970   7038   3141   7195
      32    3582   2075   2835   2875   1683   1516   7528   3284   7582
      64    4854   2400   3233   3853   1855   1783   6588   3127   6352
     128    4630   2676   3028   3552   1721   2304   6675   3135   6362
     256    4303   2482   3035   4285   1666   2629   6284   3035   6126
     512    4171   2517   3050   4140   1657   2470   6292   3033   6181
    1024    3271   1270   2798   2618    672    828   6275   3029   6207
    2048    2831   1268   2638   1712    565    692   5443   2999   5394
    4096    2218   1133   2444   1051    456    424   4206   2950   4230
    8192    2153   1336   2377   1056    508    492   3548   2840   3547

                End of test Sun Sep  4 13:59:50 2022

