    BusSpeed riscv64 rv64g-opt optimized Sun Sep  4 11:00:13 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3174   3323   3560   4181   4161   4546
      32   1776   2318   2446   3745   3948   4394
      64    464    665   1131   1657   2518   3156
     128    381    547    948   1383   2260   2892
     256    353    501    879   1283   2181   2793
     512    353    503    886   1281   2183   2794
    1024    355    503    890   1282   2183   2795
    4096    129    235    395    763   1667   2703
   16384    130    234    391    736   1618   2652
   65536    130    235    392    734   1622   2653
