    BusSpeed riscv64 rv64g-opt optimized Sun Sep  4 10:59:53 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3183   3321   3568   4180   4041   4543
      32   3491   3533   3555   4167   4172   4547
      64    461    664   1105   1617   2506   3144
     128    447    627   1054   1551   2431   3070
     256    352    500    879   1291   2185   2795
     512    354    503    882   1293   2186   2787
    1024    354    504    881   1292   2184   2793
    4096    130    236    397    765   1653   2700
   16384    130    233    390    735   1613   2641
   65536    130    235    391    738   1620   2655
