    BusSpeed riscv64 rv64g-opt optimized Sun Sep  4 11:03:41 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3279   3329   3520   3780   4402   4422
      32   3507   3537   3560   3789   4454   4453
      64    598    860   1380   1887   2798   3341
     128    394    561    982   1356   2309   2802
     256    352    495    884   1258   2215   2754
     512    355    489    893   1258   2218   2666
    1024    355    498    901   1260   2219   2760
    4096    132    234    400    767   1542   2679
   16384    133    232    396    751   1510   2645
   65536    133    234    397    752   1515   2640
