    BusSpeed riscv64 rv64g-opt optimized Sun Sep  4 11:00:23 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3250   3329   3593   3811   4439   4448
      32    594    778   1243   1835   2761   3319
      64    545    721   1208   1670   2596   3171
     128    390    545    972   1353   2276   2865
     256    353    498    913   1259   2218   2766
     512    355    501    905   1260   2220   2769
    1024    355    500    912   1260   2220   2769
    4096    132    234    401    766   1538   2679
   16384    132    233    396    751   1510   2648
   65536    133    233    397    750   1515   2653
