 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Sun Sep  4 13:56:36 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7602   7862   7879   7632   7629   7885   6424   3552   5980
      16    7635   7883   7904   7635   7648   7902   6375   3408   6009
      32    6238   5710   6410   6295   5724   7033   7309   3701   6273
      64    5525   4046   5245   5518   4270   6387   6705   3517   5841
     128    5062   3722   5645   4975   3659   6120   6407   3447   5743
     256    4420   3480   5759   4272   3376   6114   6366   3434   5868
     512    4273   3377   5759   4269   3373   6137   6317   3418   6010
    1024    3988   1750   5649   3909   1790   4474   6313   3420   5843
    2048    3237   1127   5249   3207   1189   5225   6012   3413   5662
    4096    2892    959   4615   2868   1040   3112   4270   3351   4088
    8192    3058   1222   1860   3074   1177   4707   3375   3210   3317

                End of test Sun Sep  4 13:56:53 2022

