    BusSpeed riscv64 rv64g optimized Sun Sep  4 10:56:13 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3267   3320   3594   3796   4438   4449
      32   1111   1364   1940   2485   3406   3734
      64    691    908   1489   1994   3024   3462
     128    403    539    976   1374   2364   2884
     256    357    501    912   1258   2224   2766
     512    355    506    904   1261   2225   2762
    1024    358    505    906   1263   2225   2764
    4096    136    223    393    766   1601   2672
   16384    137    223    389    751   1563   2646
   65536    138    224    390    747   1561   2650
