    BusSpeed riscv64 rv64g-opt optimized Sun Sep  4 11:02:12 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3290   3328   3593   3811   4438   4450
      32    820   1034   1716   2132   3157   3629
      64    504    729   1192   1647   2594   3181
     128    382    550    944   1333   2247   2829
     256    354    496    899   1261   2224   2775
     512    355    500    905   1261   2227   2775
    1024    355    498    905   1261   2230   2775
    4096    132    234    400    764   1526   2680
   16384    133    232    397    746   1496   2652
   65536    133    233    397    746   1500   2652
