 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Sun Sep  4 13:57:41 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7623   8118   8467   7609   8145   8315   6584   3620   6113
      16    7625   8160   8479   7632   8174   8333   6499   3663   6234
      32    7641   8166   8479   7647   8173   8329   6513   3724   6263
      64    4531   5858   6024   4715   6218   6418   6126   3504   5760
     128    4778   5963   5929   4558   6319   6152   5944   3450   5903
     256    4846   6091   5545   4652   5502   5573   6311   3549   6023
     512    4862   5993   5435   4592   5327   5414   6308   3536   6077
    1024    4501   5649   5215   4392   5126   5254   6321   3535   5991
    2048    3778   5313   5090   3730   5046   5120   6316   3542   6061
    4096    2958   3117   4414   2887   4746   4724   4510   3467   4287
    8192    3059   3199   4692   3026   4002   2186   3418   3290   3349

                End of test Sun Sep  4 13:57:57 2022

