 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Sun Sep  4 14:03:41 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7602   7629   7889   7598   7992   7857   6438   3358   6357
      16    7594   7643   7899   7603   8022   7903   6394   3371   6528
      32    4617   5601   6280   4853   6337   5018   7140   3451   7190
      64    3687   4887   5837   4202   5684   4402   6154   3226   5185
     128    4141   5075   6112   4791   6058   5566   6077   3245   5007
     256    4230   4407   5590   4693   5398   5653   6169   3299   5548
     512    4192   4541   5360   4574   5109   5398   6219   3321   5903
    1024    3195   2702   5239   4090   4666   4638   6234   3328   6110
    2048    2807   2580   5277   3558   4571   4501   5807   3318   5927
    4096    1936   1854   5171   2429   2510   3569   4010   3252   3962
    8192    1876   1992   5239   2222   2207   3022   3454   3106   3428

                End of test Sun Sep  4 14:03:57 2022

