    BusSpeed riscv64 rv64g optimized Sun Sep  4 10:55:23 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3225   3309   3596   4176   4156   4541
      32   1374   1559   2039   3109   3621   4075
      64    518    683   1147   1639   2515   3131
     128    380    540    929   1326   2228   2850
     256    359    508    893   1275   2192   2803
     512    360    507    899   1277   2192   2805
    1024    359    511    895   1278   2195   2804
    4096    140    230    391    765   1641   2704
   16384    140    229    387    740   1614   2662
   65536    141    231    389    746   1618   2667
