    BusSpeed riscv64 rv64g-c910 optimized Sun Sep  4 10:54:53 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3319   3329   3615   3837   4455   4457
      32   1356   1541   2070   2921   3754   4006
      64    515    728   1170   1648   2699   3184
     128    384    544    953   1345   2333   2852
     256    352    494    896   1261   2251   2766
     512    352    500    900   1261   2254   2766
    1024    354    499    899   1262   2255   2766
    4096    131    234    400    760   1558   2680
   16384    132    232    397    748   1517   2650
   65536    133    234    397    751   1515   2655
