 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Sun Sep  4 14:05:49 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7580   7379   6930   7598   7476   6830   6385   2994   6426
      16    7612   7383   6786   7608   7487   6775   6950   2968   6590
      32    5346   6626   6395   5872   6486   5861   6780   3045   6946
      64    4202   5147   5063   4709   5177   5868   5646   2854   5493
     128    3805   4902   4945   4531   4685   5691   5869   2925   5639
     256    3940   4930   5135   4594   4614   5741   6096   2972   6068
     512    3808   4691   5028   4515   4410   5736   6201   3000   6158
    1024    3466   5025   5317   4315   2515   5587   6271   3021   6189
    2048    3096   4857   5248   3881   2156   5457   6259   3020   6217
    4096    2041   4673   5107   2439   1652   5078   4466   2950   4444
    8192    2033   4653   5198   2303   1557   5109   3488   2843   3485

                End of test Sun Sep  4 14:06:05 2022

