    BusSpeed riscv64 rv64g-opt optimized Sun Sep  4 11:03:12 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3266   3328   3611   4183   4160   4543
      32   3495   3535   3558   4166   4176   4550
      64    582    853   1338   1945   2803   3406
     128    400    559    964   1418   2293   2927
     256    349    501    884   1293   2181   2791
     512    354    503    883   1293   2183   2795
    1024    355    503    889   1293   2182   2796
    4096    129    235    395    764   1671   2709
   16384    130    234    388    739   1620   2659
   65536    130    235    392    741   1627   2666
