    BusSpeed riscv64 rv64g optimized Sun Sep  4 10:56:43 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3251   3318   3608   4179   4160   4543
      32   1871   2334   2455   3411   3958   4308
      64    445    620   1045   1500   2367   3011
     128    368    524    902   1299   2214   2816
     256    359    510    902   1275   2194   2805
     512    361    511    901   1275   2195   2805
    1024    360    511    895   1277   2195   2806
    4096    139    230    392    761   1647   2665
   16384    140    229    388    736   1609   2655
   65536    140    230    388    741   1613   2659
