 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Sun Sep  4 14:03:25 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7583   7379   6928   7601   7501   6834   6377   2935   6408
      16    7609   7384   6944   7612   7505   6840   6375   3130   6375
      32    7587   7383   6851   7585   7499   6759   6708   3003   6630
      64    5487   6276   6207   5505   5391   6330   6350   2876   5564
     128    5200   6154   6134   5334   4912   6079   6253   3021   5888
     256    4825   5438   5535   4854   4621   5566   6293   3049   6078
     512    4572   5222   5395   4757   4589   5372   6258   3022   6222
    1024    4068   4834   5109   4388   3191   5096   6262   3025   6227
    2048    3207   4687   5127   3410   2322   5107   5997   3011   6032
    4096    2299   4401   4815   2464   2557   4842   4553   2956   4560
    8192    2195   4516   5202   2300   4355   5248   3649   2847   3645

                End of test Sun Sep  4 14:03:41 2022

