    BusSpeed riscv64 rv64g-opt optimized Sun Sep  4 11:03:51 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3269   3328   3611   4183   4160   4545
      32   3495   3535   3559   4165   4174   4552
      64    509    727   1173   1648   2527   3099
     128    373    537    908   1352   2233   2855
     256    352    502    889   1291   2186   2798
     512    353    504    891   1292   2185   2798
    1024    354    504    887   1291   2186   2798
    4096    129    235    395    762   1668   2708
   16384    130    234    391    736   1617   2657
   65536    130    235    391    736   1620   2658
