 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Sun Sep  4 14:06:21 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7590   7381   6933   7610   7505   6834   6330   2896   6341
      16    7615   7387   6945   7585   7505   6843   6551   2933   6470
      32    7592   7384   6946   7589   7503   6844   6661   2993   6702
      64    3911   5153   5422   4353   3653   5559   7523   3263   7917
     128    4025   5421   5552   4734   3891   5809   5984   2957   5528
     256    3881   4945   5175   4530   3773   5756   6173   3005   5784
     512    3793   4756   4995   4454   3786   5756   6249   3023   6208
    1024    3647   4604   4921   4301   3312   5620   6274   3024   6215
    2048    2565   4701   5015   3234   1633   5335   5584   3001   5558
    4096    2004   4199   4919   2449   1476   5050   4165   2946   4117
    8192    1961   3754   5028   2228   1539   5004   3455   2836   3421

                End of test Sun Sep  4 14:06:37 2022

