 ##########################################

   Memory Reading Speed Test riscv64 rv64g-c910 optimized Sun Sep  4 13:50:57 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7573   7874   7871   7594   8021   7616   7006   3036   6661
      16    7582   7896   7574   7587   8030   7623   6934   3123   7008
      32    5416   7186   5627   4852   6451   7055   7068   3130   7411
      64    4433   6401   4264   4274   6127   6585   6159   3147   5915
     128    3608   5975   5199   3490   6040   6051   5878   2948   5597
     256    3407   6437   6069   3374   6158   6438   6175   3034   5997
     512    3262   5949   5792   3216   6094   5874   6204   3024   6023
    1024    3252   5910   5780   3203   6006   5799   6216   3028   6050
    2048     988   5945   5651    960   5839   5827   4903   2963   4402
    4096     823   5735   2820    818   5608   5437   3933   2929   3436
    8192     818   5958   1465    812   5747   5555   3563   2860   3092

                End of test Sun Sep  4 13:51:13 2022

