    BusSpeed riscv64 rv64g-c910 optimized Sun Sep  4 10:55:03 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3265   3323   3610   4184   4159   4544
      32    838   1246   1646   2289   3113   3660
      64    479    684   1165   1724   2609   3212
     128    386    539    926   1355   2271   2879
     256    351    500    888   1284   2196   2788
     512    354    502    887   1286   2195   2794
    1024    356    502    887   1286   2195   2795
    4096    129    235    394    763   1668   2670
   16384    130    234    390    733   1613   2645
   65536    130    235    391    734   1619   2650
