    BusSpeed riscv64 rv64g-opt optimized Sun Sep  4 11:00:42 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3131   3329   3591   3811   4439   4452
      32    765   1044   1473   2035   3023   3523
      64    592    819   1333   1774   2747   3305
     128    398    572    988   1372   2281   2870
     256    353    497    916   1259   2221   2765
     512    357    498    905   1259   2220   2767
    1024    355    501    908   1260   2219   2768
    4096    132    234    400    765   1541   2678
   16384    133    233    397    749   1511   2651
   65536    133    234    398    749   1516   2657
