 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Sun Sep  4 13:55:16 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7609   8152   8470   7622   8149   8323   6537   3648   6151
      16    3279   4875   5334   3647   4797   5492   7135   3865   6258
      32    4836   4872   6503   5005   6102   6427   6898   3791   6286
      64    4590   5417   5690   4731   5536   6158   6300   3590   5823
     128    5167   5969   6600   5177   6119   6270   6276   3556   5907
     256    5081   6153   5811   5074   3847   5946   6303   3543   6000
     512    5193   6491   6001   5012   6577   5967   6309   3533   6072
    1024    4823   6319   5365   4617   6337   5352   6296   3539   6007
    2048    3654   5053   5152   3701   5355   5175   6303   3536   6035
    4096    2951   4584   4661   3026   4576   4959   4491   3469   4286
    8192    3030   2006   5388   3137   3720   3105   3510   3296   3447

                End of test Sun Sep  4 13:55:32 2022

