    BusSpeed riscv64 rv64g optimized Sun Sep  4 10:59:13 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3297   3335   3595   3811   4430   4449
      32   3511   3527   3668   3791   4453   4441
      64    499    685   1166   1612   2696   3152
     128    361    508    904   1278   2246   2760
     256    357    501    910   1281   2223   2760
     512    357    507    910   1282   2224   2760
    1024    358    509    912   1270   2226   2760
    4096    136    223    393    758   1603   2678
   16384    137    223    389    745   1560   2649
   65536    138    224    390    748   1565   2651
