    BusSpeed riscv64 rv64g optimized Sun Sep  4 10:55:13 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3255   3315   3609   4183   4159   4546
      32   3488   3537   3559   4167   4177   4554
      64    735   1012   1519   2113   2970   3567
     128    362    527    894   1309   2222   2812
     256    358    507    892   1277   2194   2806
     512    365    511    897   1278   2196   2806
    1024    362    510    895   1278   2196   2807
    4096    139    230    392    766   1656   2704
   16384    140    229    388    742   1616   2665
   65536    140    230    389    747   1632   2676
