 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Sun Sep  4 14:04:29 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7592   7370   6922   7599   7502   6829   6725   3069   6481
      16    7612   7385   6941   7605   7506   6841   6885   2989   6716
      32    7587   7386   6945   7588   7505   6843   6954   3114   7630
      64    4421   5665   5622   4912   4197   5898   7258   3180   7309
     128    3770   5060   5139   4528   3901   5753   6151   3001   5530
     256    3861   4831   5052   4523   3697   5732   6184   3015   6058
     512    3755   4561   4907   4383   3660   5787   6266   3024   6295
    1024    2796   4565   4892   3755   1776   5448   6273   3022   6219
    2048    2324   4458   4967   3023   1445   5322   5170   2987   5166
    4096    1963   4417   4815   2442   1417   5054   4207   2950   4220
    8192    2021   3772   5043   2326   1525   5035   3534   2847   3528

                End of test Sun Sep  4 14:04:45 2022

