    BusSpeed riscv64 rv64g-c910 optimized Sun Sep  4 10:54:44 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3266   3327   3609   4177   4158   4543
      32   3495   3534   3556   4162   4171   4551
      64    762   1021   1537   2108   2971   3550
     128    384    537    926   1340   2248   2860
     256    353    498    894   1283   2193   2795
     512    355    503    890   1284   2191   2793
    1024    355    503    888   1286   2191   2793
    4096    129    235    394    763   1660   2696
   16384    130    234    390    733   1618   2644
   65536    131    235    388    736   1621   2652
