    BusSpeed riscv64 rv64g-opt optimized Sun Sep  4 11:00:03 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3146   3322   3591   3809   4438   4449
      32    753    928   1368   2029   2918   3395
      64    550    730   1267   1706   2669   3224
     128    372    505    944   1309   2236   2809
     256    352    500    907   1258   2217   2768
     512    355    498    909   1259   2218   2769
    1024    353    497    907   1259   2219   2769
    4096    132    234    399    764   1539   2675
   16384    133    232    396    750   1510   2620
   65536    133    234    396    747   1514   2649
