    BusSpeed riscv64 rv64g optimized Sun Sep  4 10:58:43 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16    778   1062   2369   3579   3805   4236
      32    714    947   1442   2062   2871   3478
      64    482    675   1138   1658   2535   3127
     128    362    516    901   1324   2219   2808
     256    356    508    900   1294   2193   2803
     512    364    511    895   1293   2195   2789
    1024    361    511    898   1293   2193   2805
    4096    139    230    392    768   1666   2705
   16384    140    229    387    744   1611   2653
   65536    141    230    389    744   1614   2661
