    BusSpeed riscv64 rv64g-opt optimized Sun Sep  4 11:03:31 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16    463    622   1112   1601   2461   3067
      32    464    677   1115   1596   2493   3094
      64    473    674   1110   1638   2511   3120
     128    371    514    935   1343   2235   2848
     256    352    500    878   1290   2187   2797
     512    353    504    878   1291   2186   2796
    1024    354    505    886   1292   2186   2796
    4096    129    235    395    762   1670   2705
   16384    130    234    391    733   1618   2646
   65536    130    235    392    733   1621   2650
