    BusSpeed riscv64 rv64g optimized Sun Sep  4 10:56:03 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3255   3316   3609   4182   4161   4545
      32    678    881   1404   1962   2871   3473
      64    616    820   1345   1875   2734   3366
     128    378    532    927   1339   2226   2844
     256    359    507    892   1276   2194   2804
     512    361    511    892   1275   2195   2806
    1024    362    511    895   1275   2196   2806
    4096    139    230    392    765   1657   2707
   16384    140    229    388    741   1613   2659
   65536    140    230    388    746   1623   2671
