    BusSpeed riscv64 rv64g optimized Sun Sep  4 10:58:03 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3291   3323   3593   3811   4437   4449
      32   1182   1617   2012   2867   3759   3998
      64    441    603   1054   1459   2472   2984
     128    392    550    966   1346   2327   2848
     256    353    506    919   1260   2223   2764
     512    359    505    910   1261   2211   2764
    1024    360    505    910   1261   2225   2764
    4096    136    223    392    766   1600   2671
   16384    138    223    389    741   1561   2647
   65536    137    224    390    749   1570   2652
