    BusSpeed riscv64 rv64g optimized Sun Sep  4 10:58:33 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3296   3336   3596   3811   4437   4440
      32    866   1035   1684   2154   3229   3624
      64    477    649   1147   1560   2601   3079
     128    418    566   1016   1426   2451   2937
     256    355    498    898   1257   2219   2752
     512    359    505    906   1261   2202   2759
    1024    327    464    826   1223   2160   2751
    4096    137    225    395    762   1608   2681
   16384    138    223    389    747   1563   2645
   65536    137    224    390    750   1574   2646
