 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Sun Sep  4 14:01:48 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7588   4234   4247   7596   4237   4243   6275   3349   6358
      16    7589   4245   4252   7605   4247   4232   6630   3387   6651
      32    5366   3012   3025   5289   3320   3227   7185   3475   7264
      64    4564   2594   2854   4794   2691   2837   5662   3166   5466
     128    4478   2402   2865   4561   2364   2631   5758   3206   5584
     256    4151   2368   2949   4379   2357   2670   6086   3306   6159
     512    4329   2549   2820   4519   2321   2702   6147   3324   6218
    1024    3607   2057   2707   3878   1892   2148   6199   3329   6253
    2048    3198   1946   2587   3296   1849   1867   5661   3316   5661
    4096    2196    612   2314   2324    554   1020   4555   3268   4577
    8192    2140    567   2364   2225    577    816   3632   3159   3613

                End of test Sun Sep  4 14:02:05 2022

