    BusSpeed riscv64 rv64g-opt optimized Sun Sep  4 11:04:01 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16    581    831   1520   2334   3185   3619
      32    742    956   1499   2056   3023   3519
      64    563    780   1283   1765   2757   3267
     128    387    547    947   1341   2276   2844
     256    351    496    890   1260   2218   2757
     512    354    499    898   1260   2219   2759
    1024    355    498    895   1260   2219   2759
    4096    132    234    401    767   1540   2679
   16384    133    233    397    754   1511   2645
   65536    133    234    398    754   1512   2652
