 ##########################################

   Memory Reading Speed Test riscv64 rv64g-c910 optimized Sun Sep  4 13:50:42 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7584   7499   7631   7544   7632   7402   6228   2904   6413
      16    7601   7506   7631   7585   7695   7398   6581   2959   6607
      32    7544   7505   7630   7541   7695   7397   6867   3078   6915
      64    4390   6313   6603   4487   6107   6196   7228   3228   7458
     128    3311   5732   5891   3292   5624   5833   6474   3103   6070
     256    3283   5879   6019   3254   5932   6432   6183   3025   6019
     512    3176   5495   5676   3165   5900   6155   6207   3023   6193
    1024    1906   5086   5262   1941   5855   6087   6220   3026   6207
    2048    1072   5031   5173   1104   5455   5675   6209   3019   6222
    4096     767   4960   5159    776   4952   5302   4313   2959   3960
    8192     800   5437   5470    807   4930   5581   3700   2882   3289

                End of test Sun Sep  4 13:50:57 2022

