    BusSpeed riscv64 rv64g-opt optimized Sun Sep  4 10:59:43 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3171   3321   3537   4174   4160   4542
      32   1400   1540   2017   2995   3631   4162
      64    488    687   1143   1710   2594   3237
     128    396    555    969   1407   2303   2925
     256    351    503    887   1292   2189   2800
     512    353    505    882   1284   2187   2797
    1024    355    504    889   1287   2186   2796
    4096    128    235    395    763   1669   2697
   16384    130    234    390    735   1613   2652
   65536    130    235    392    736   1623   2659
