    BusSpeed riscv64 rv64g optimized Sun Sep  4 10:59:03 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3274   3319   3610   4185   4157   4544
      32    606    743   1256   2010   2831   3365
      64    456    661   1106   1645   2503   3129
     128    408    580    981   1422   2323   2931
     256    360    508    886   1298   2196   2807
     512    362    511    895   1299   2194   2807
    1024    362    511    898   1299   2196   2805
    4096    139    230    392    771   1664   2704
   16384    140    230    387    741   1608   2654
   65536    140    230    388    742   1612   2659
