    BusSpeed riscv64 rv64g optimized Sun Sep  4 10:55:43 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3260   3309   3608   4183   4141   4544
      32    616    778   1282   1816   2716   3370
      64    433    610   1016   1465   2354   2979
     128    393    552    962   1362   2267   2886
     256    359    510    894   1275   2194   2805
     512    360    510    889   1240   2193   2789
    1024    355    510    885   1274   2163   2808
    4096    139    230    392    765   1651   2708
   16384    140    229    388    740   1612   2663
   65536    140    230    389    745   1627   2670
