 ##########################################

   Memory Reading Speed Test aarch64 cortexa76-a55 optimized Thu Oct 13 06:01:47 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   45277  53057  45579  45288  54373  58237  33536  22631  22603
      16   45325  53776  45390  45355  53741  57410  33803  22157  22103
      32   44111  54140  45220  44378  54132  57925  33505  22436  22407
      64   43804  54313  45500  44155  54323  58155  33784  22575  22562
     128   29361  53164  42362  29067  53228  55131  31751  22585  22609
     256   29368  53085  42366  29086  53216  55132  31079  22530  22507
     512   29173  52999  42304  28901  52988  54468  31062  22539  22548
    1024   28931  52783  42326  28754  52995  54160  28144  22259  22398
    2048   28517  51886  41848  28392  52124  52761  19373  19552  19567
    4096   20341  41450  36634  19566  41321  42074  14465  14213  14424
    8192   14450  30680  29997  14272  30863  30966  10989  11022  11052

                End of test Thu Oct 13 06:02:03 2022

