    BusSpeed aarch64 native optimized Thu Oct 13 05:19:43 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7815   7824  14587  16610  16717  17216
      32   8538   8545  14620  16657  16741  17224
      64   6813   7064  12585  15590  16467  17122
     128   2183   4073   6608  10635  12806  16692
     256   2169   4045   6596  10511  12723  16687
     512   1805   3180   5770   9945  12674  16690
    1024   1103   2214   4372   8649  12754  16710
    4096    851   1618   2996   5286   9682  15634
   16384    667   1300   2460   4254   7864  14593
   65536    647   1269   2445   4332   7947  14509
