    BusSpeed aarch64 cortexa76-a55 optimized Thu Oct 13 05:19:13 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7840   7848  14643  16639  16779  17268
      32   8564   8571  14665  16695  16806  17275
      64   6813   7065  12614  15527  16528  17178
     128   2188   4083   6621  10657  12841  16740
     256   2190   4056   6674  10682  12841  16774
     512   1750   2996   5626   9780  12605  16684
    1024   1117   2209   4365   8703  12779  16748
    4096    872   1631   3026   5313   9729  15708
   16384    670   1299   2458   4259   7856  14609
   65536    660   1270   2447   4334   7945  14526
