 ##########################################

   Memory Reading Speed Test aarch64 cortexa76-a55 optimized Thu Oct 13 06:01:14 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   25789  17727  13943  25780  13111  17950  17730  17628  16444
      16   25770  17595  13855  25774  13322  17856  17727  17371  16452
      32   25649  17652  13906  25649  13392  18017  17612  17569  16583
      64   25702  17681  13926  25706  13004  17989  17663  17633  16652
     128   21471  14922  13191  21431  11679  17145  17300  16486  16281
     256   21191  14869  13101  21204  11641  16966  17315  15788  15945
     512   21250  14968  13167  21210  11668  17102  17268  15895  15936
    1024   20948  14996  13182  21142  11676  17129  17264  15697  15901
    2048   20245  14975  13146  20790  11672  17004  16771  15356  15648
    4096   17926  13985  12896  17994  11564  15882  12979  12536  12809
    8192   14730  12947  12390  14726  11363  13643  10486  10373  10524

                End of test Thu Oct 13 06:01:32 2022

