    BusSpeed aarch64 cortexa76-a55 optimized Thu Oct 13 05:19:23 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7813   7821  15123  16595  16720  17213
      32   8516   8544  15149  16648  16747  17223
      64   6775   7051  12727  15512  16454  17145
     128   2183   3867   6623  10670  12796  16760
     256   2184   3790   6668  10686  12798  16791
     512   1900   3261   5896  10031  12737  16778
    1024   1114   2196   4360   8591  12757  16790
    4096    858   1625   3006   5311   9648  15765
   16384    675   1301   2458   4264   7852  14671
   65536    657   1264   2430   4326   7901  14689
