    BusSpeed aarch64 cortex-a78ae optimized Wed Jan 25 07:37:21 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7664   7810  15631  20856  22760  24588
      32   8401   8506  15316  20380  21951  24482
      64   7164   7194  13246  18504  21035  24296
     128   1982   3835   6062  11063  15664  23426
     256   1670   2940   5573  10407  15402  23347
     512   1219   2152   4296   8354  15772  23597
    1024   1102   1924   3888   7631  15357  23653
    4096   1017   1707   3435   7025  14229  23526
   16384    518    790   1530   3130   6124  11852
   65536    364    681   1399   2776   5477  10898
