    BusSpeed aarch64 cortex-a78ae optimized Wed Jan 25 07:37:02 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7822   7822  15646  20843  22543  24667
      32   8533   8535  15346  20445  21949  24564
      64   7183   7195  13254  18501  20981  24345
     128   2159   4330   7463  11442  15864  23637
     256   1693   2974   5601  10483  15388  23392
     512   1223   2172   4327   8431  15750  23680
    1024   1086   1899   3842   7555  14846  23702
    4096   1014   1698   3381   6836  13950  23573
   16384    493    802   1640   3162   6130  11858
   65536    367    684   1405   2800   5404  10892
