    BusSpeed aarch64 native optimized Wed Jan 25 07:37:31 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7824   7822  15644  20866  22533  24658
      32   8530   8535  15316  20416  21954  24547
      64   7161   7197  13247  18527  20996  24358
     128   2160   4330   7432  11446  15866  23646
     256   1680   2981   5626  10470  15305  23412
     512   1209   2144   4283   8377  15760  23732
    1024   1089   1900   3827   7527  14796  23705
    4096    996   1655   3345   6746  13899  23388
   16384    515    800   1638   3165   6116  11899
   65536    365    680   1398   2796   5412  10819
