 ##########################################

   Memory Reading Speed Test aarch64 cortex-a78ae optimized Wed Jan 25 08:00:47 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   59692  93516  93425  60817  93833  93828  50140  34927  34922
      16   59865  91696  91754  60783  92295  92290  50893  34285  34241
      32   55775  92647  92702  56059  92718  92692  50630  34708  34684
      64   55562  93102  93159  55851  93013  93200  50721  34917  34921
     128   33513  66292  66024  33517  66113  66238  51030  35046  34990
     256   33387  65952  65713  33340  65878  65873  37779  34594  34592
     512   33011  65335  65333  33016  65350  65359  27880  27802  27854
    1024   30421  62646  63430  30494  63305  63277  20056  20086  20009
    2048   29898  60189  60363  29851  60283  59955  16908  16825  16913
    4096   29272  58960  59215  29268  58931  59142  14080  14542  14394
    8192   19243  37053  36866  19467  38824  38824   9827   9823   9840

                End of test Wed Jan 25 08:01:01 2023

