    BusSpeed aarch64 native optimized Wed Jan 25 07:37:50 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7822   7793  15612  20828  22415  24543
      32   8522   8501  15279  20255  21742  24453
      64   7180   7185  13236  18502  20983  24289
     128   2154   4317   7425  11389  15847  23561
     256   1799   3221   5905  10919  15577  23469
     512   1224   2173   4329   8471  15750  23540
    1024   1082   1893   3831   7532  14876  23512
    4096   1002   1661   3345   6667  13222  23113
   16384    521    790   1512   3096   6098  11835
   65536    365    676   1397   2787   5500  10952
