 ##########################################

   Memory Reading Speed Test aarch64 cortex-a78ae optimized Wed Jan 25 08:00:17 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   35107  52401  46488  35079  59449  59389  25382  34893  34896
      16   35157  51652  46713  35104  57989  59609  25634  34242  34221
      32   34903  52115  46314  34757  56152  56191  25625  34680  34714
      64   35025  52428  46596  34916  56373  56126  25588  34873  34932
     128   26814  33393  33090  26827  33433  33458  25880  34994  35052
     256   26710  33371  33056  26783  33482  33505  24957  34597  34602
     512   26706  32386  32737  26736  33010  33014  24689  31910  31796
    1024   26732  30764  31259  26742  31447  31392  19820  19971  20008
    2048   26722  29431  29725  26690  29774  29640  18390  18373  18463
    4096   26634  28293  28429  26700  28374  28375  14417  14613  12929
    8192   19345  19437  19445  19393  19286  19475   9869   9915   9887

                End of test Wed Jan 25 08:00:32 2023

