    BusSpeed aarch64 native optimized Wed Jan 25 07:37:41 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7819   7820  15646  20889  22504  24627
      32   8520   8477  15296  20440  21948  24536
      64   7181   7184  13231  18509  21015  24350
     128   1973   3791   6089  11036  15595  23418
     256   1639   2866   5484  10331  15247  23351
     512   1226   2165   4311   8364  15695  23698
    1024   1080   1887   3791   7459  14808  23703
    4096   1003   1664   3358   6703  13505  23334
   16384    520    798   1641   3168   6136  11840
   65536    360    674   1388   2793   5518  10942
