 ##########################################

   Memory Reading Speed Test aarch64 native optimized Wed Jan 25 08:01:17 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   59955  93612  93563  60542  93471  93459  50885  34889  34880
      16   60488  90865  91589  60986  91308  91847  51360  34279  35031
      32   55587  92663  92611  56540  92494  92657  50378  34669  34660
      64   55852  92750  93065  56415  93152  93144  50717  34916  34898
     128   33522  66275  66343  33510  66140  66013  51697  35041  34984
     256   33403  65936  65942  33360  65844  65865  37800  34620  34609
     512   33079  65246  64639  33110  65450  65467  28639  28585  28539
    1024   30839  62521  62928  30612  62949  62905  20026  19892  20052
    2048   29791  60211  60334  29878  60314  60301  17467  17198  17105
    4096   29049  58522  58536  29129  58628  57185  13100  14072  13956
    8192   19371  38718  38857  19450  38911  38761   9835   9726   9851

                End of test Wed Jan 25 08:01:31 2023

